run_name,model_dim,dropout,lr,weight_decay,batch_size,n_head,n_epochs,temp,gamma_1,gamma_2,gamma_3,modality,bios
TextTest4,40,5e-06,0.0001,5e-05,32,8,100,1.0,1.0,1.0,1.0,text,False
