run_name,model_dim,dropout,lr,weight_decay,batch_size,n_head,n_epochs,temp,gamma_1,gamma_2,gamma_3,modality,bios
MultimodalTest15,54,0.001,0.001,0.01,32,18,100,1,1,1,1,multi,False
