run_name,model_dim,dropout,lr,weight_decay,batch_size,n_head,n_epochs,temp,gamma_1,gamma_2,gamma_3,modality,bios
Multimodal_NOSD_Test,144,0.01,0.0005,0.01,32,18,150,0.7,1,1,0,multi,False
