run_name,model_dim,dropout,lr,weight_decay,batch_size,n_head,n_epochs,temp,gamma_1,gamma_2,gamma_3,modality,bios
Multimodal,32,0.005,0.008,0.005,16,8,100,1.5,1.0,1.0,1.0,multi,False
