epoch,train_loss,train_acc,train_fscore,eval_loss,eval_acc,eval_fscore,loss_task,loss_ce_t,loss_ce_a,loss_kl_t,loss_kl_a,total_loss
1,122.5583,24.55,25.34,42.9293,15.44,15.55,17.267807006835938,2.51576828956604,2.7779433727264404,18.950927734375,12.847091674804688,54.35953903198242
2,27.2162,30.83,29.42,16.6497,29.26,29.01,11.013350486755371,1.4227769374847412,0.46375322341918945,5.671098709106445,1.1778455972671509,19.748825073242188
3,15.7864,27.5,26.57,12.2619,16.54,16.29,7.359704971313477,1.1702854633331299,0.28824108839035034,4.775245189666748,0.08183224499225616,13.675309181213379
4,9.7002,26.88,25.9,6.6466,12.35,12.3,5.934666156768799,0.6659467816352844,0.306851327419281,1.9262770414352417,0.16235709190368652,8.996097564697266
5,9.1801,26.62,26.72,8.1104,18.29,8.82,6.761980056762695,0.48440611362457275,0.2878324091434479,0.9106957316398621,0.14356441795825958,8.588479042053223
6,7.432,27.78,27.67,4.321,29.72,28.41,2.8820154666900635,0.388476699590683,0.2717117369174957,0.6178120970726013,0.16516350209712982,4.325179576873779
7,4.5676,27.77,26.85,2.7656,41.47,34.42,3.7169177532196045,0.2785549461841583,0.2739526927471161,0.37129494547843933,0.14100304245948792,4.781723499298096
8,3.2348,32.01,29.2,2.1559,43.82,32.61,1.9365016222000122,0.2981521785259247,0.27478229999542236,0.2510347366333008,0.05428539589047432,2.814756393432617
9,2.1876,26.62,26.0,2.3361,29.26,25.08,1.852075457572937,0.2899037301540375,0.2815437912940979,0.11740937829017639,0.10545563697814941,2.646388053894043
10,2.0598,29.9,28.01,2.2196,11.34,5.69,1.2403756380081177,0.2923625111579895,0.28052419424057007,0.0881563127040863,0.04857686161994934,1.949995517730713
11,2.4713,23.47,24.54,2.4601,52.35,36.34,2.3197436332702637,0.2605147063732147,0.25298815965652466,0.11893827468156815,0.08795571327209473,3.040140390396118
12,2.964,33.61,28.8,3.177,10.55,5.92,1.8652833700180054,0.25109875202178955,0.2639009654521942,0.06039537861943245,0.23058821260929108,2.671266794204712
13,2.8181,26.95,26.11,1.5637,25.99,24.49,1.5507620573043823,0.28511252999305725,0.28110775351524353,0.0853261947631836,0.0834357962012291,2.2857444286346436
14,2.1602,28.77,27.57,1.9373,24.75,22.44,1.559010624885559,0.28215524554252625,0.28167811036109924,0.10948839783668518,0.11154554784297943,2.3438780307769775
15,2.1695,30.04,27.09,1.5559,42.35,30.48,1.2681355476379395,0.2761034369468689,0.2660609483718872,0.09515510499477386,0.09264929592609406,1.9981043338775635
16,1.7789,37.81,33.73,1.6035,26.04,25.79,1.0421308279037476,0.27961060404777527,0.30305108428001404,0.06711016595363617,0.21685563027858734,1.9087584018707275
17,1.5064,33.99,30.94,1.4032,18.02,18.39,1.0080665349960327,0.2744755446910858,0.2675059139728546,0.0488022044301033,0.03638382628560066,1.635233998298645
18,1.5184,27.45,26.9,1.8522,14.7,11.31,0.6967357993125916,0.27613168954849243,0.2642286717891693,0.04857741296291351,0.03103058971464634,1.3167040348052979
19,1.7865,33.3,29.57,1.4209,23.55,23.37,0.7615636587142944,0.25157418847084045,0.23963941633701324,0.033604200929403305,0.02793251723051071,1.3143140077590942
20,1.4686,34.01,30.31,1.06,13.55,13.08,0.8691700100898743,0.26549139618873596,0.26728448271751404,0.07989175617694855,0.11656999588012695,1.5984076261520386
21,1.3068,31.06,29.41,1.0809,44.7,33.44,0.7362163066864014,0.2534279227256775,0.24412478506565094,0.03922015801072121,0.05573828145861626,1.3287273645401
22,1.2503,32.46,28.05,1.222,17.93,16.3,0.5830038189888,0.2537171542644501,0.25803840160369873,0.023711415007710457,0.04418131709098816,1.1626522541046143
23,1.3232,30.52,28.49,1.2152,52.03,35.97,0.5110271573066711,0.2480519562959671,0.23668283224105835,0.04567299410700798,0.030973395332694054,1.0724083185195923
24,1.2421,33.07,28.88,1.0393,36.68,29.64,0.5210993885993958,0.2623852491378784,0.2699200212955475,0.03829357773065567,0.07814477384090424,1.1698429584503174
25,1.0686,33.63,29.3,0.9641,50.46,33.91,0.46754810214042664,0.25444820523262024,0.2555791735649109,0.04552372545003891,0.046575624495744705,1.0696748495101929
26,1.1426,28.89,26.87,1.1072,45.12,29.39,0.7237598299980164,0.2826831340789795,0.2834129333496094,0.07563787698745728,0.08176431804895401,1.4472581148147583
27,1.4796,35.89,28.05,1.321,21.8,21.27,1.080443024635315,0.26273101568222046,0.2641218900680542,0.02078402228653431,0.03590506687760353,1.6639851331710815
28,1.1682,33.1,29.47,1.0164,24.65,22.43,0.8888975977897644,0.26488029956817627,0.2683100700378418,0.020192064344882965,0.04597898945212364,1.488258957862854
29,0.9725,33.74,28.46,0.9399,21.2,21.42,0.3704952299594879,0.2619817852973938,0.2657093107700348,0.024669837206602097,0.02109798789024353,0.9439541697502136
30,0.9908,34.71,29.91,0.9925,14.01,13.57,0.39732077717781067,0.27797070145606995,0.27933451533317566,0.02531556598842144,0.02118469774723053,1.0011262893676758
31,0.9889,35.53,31.91,0.8155,45.85,32.47,0.4550164043903351,0.27087321877479553,0.2706716060638428,0.0076163532212376595,0.01317919883877039,1.0173567533493042
32,0.9737,29.67,27.18,0.9116,48.8,32.08,0.30456382036209106,0.24353057146072388,0.23800836503505707,0.017780344933271408,0.009903443977236748,0.8137865662574768
33,0.9319,37.68,28.57,0.8581,47.97,32.65,0.5561941862106323,0.2667170464992523,0.2657106816768646,0.01694430410861969,0.01571912132203579,1.121285319328308
34,0.877,40.81,30.74,0.8512,38.11,28.85,0.5121030807495117,0.2865273058414459,0.2828330993652344,0.013904964551329613,0.00588822178542614,1.1012566089630127
35,0.8665,38.1,29.06,0.7916,49.17,32.59,0.2941250503063202,0.25034692883491516,0.24845600128173828,0.010902796871960163,0.01827266439795494,0.8221034407615662
