run_name,model_dim,dropout,lr,weight_decay,batch_size,n_head,n_epochs,temp,gamma_1,gamma_2,gamma_3,modality,bios
TextTest1_1,40,0.0005,0.0005,0.0005,32,8,100,1.0,1.0,1.0,1.0,text,False
