run_name,model_dim,dropout,lr,weight_decay,batch_size,n_head,n_epochs,temp,gamma_1,gamma_2,gamma_3,modality,bios
MultimodalTest7,512,0.005,5e-05,0.005,128,8,100,2.5,1,1,1,multi,False
