epoch,train_loss,train_acc,train_fscore,eval_loss,eval_acc,eval_fscore,loss_task,loss_ce_t,loss_ce_a,loss_kl_t,loss_kl_a,total_loss
1,51.7826,14.75,15.72,32.4508,18.2,16.53,4.901796340942383,1.4277392625808716,3.48517107963562,6.43730354309082,22.59252166748047,38.84453201293945
2,25.3594,18.68,17.54,15.349,16.77,15.07,2.641353130340576,0.728003740310669,1.3757044076919556,3.863402843475342,8.683733940124512,17.292198181152344
3,15.0417,16.89,13.76,9.5503,14.1,8.28,3.331451416015625,0.663520872592926,1.0743123292922974,2.2582757472991943,3.9546525478363037,11.28221321105957
4,10.5387,16.51,15.24,6.9415,34.84,31.62,2.0959908962249756,0.7314648628234863,1.1216555833816528,1.4367403984069824,3.135882616043091,8.521734237670898
5,8.4018,34.97,28.36,4.7955,46.18,32.73,1.5744560956954956,0.6273136138916016,0.9026345014572144,1.192671537399292,2.174619197845459,6.4716949462890625
6,5.6569,41.86,30.79,3.5835,47.56,34.48,0.8689177632331848,0.4801311194896698,0.5696837902069092,0.8138591051101685,1.3889278173446655,4.121519565582275
7,4.6901,39.33,29.88,2.8645,43.18,32.58,0.7481006979942322,0.3778696656227112,0.5085219740867615,0.5084061026573181,0.9109748005867004,3.053873300552368
8,4.1173,34.48,27.48,2.3222,41.01,32.86,0.606886088848114,0.38489899039268494,0.5140610337257385,0.46945682168006897,0.7098336815834045,2.685136556625366
9,3.3975,31.9,27.69,2.0844,39.72,34.38,0.6049511432647705,0.3826163411140442,0.414337694644928,0.35032856464385986,0.6288967728614807,2.3811304569244385
10,3.0336,35.44,30.28,1.8686,44.1,34.51,0.65884929895401,0.34208640456199646,0.4850557744503021,0.18678273260593414,0.507755696773529,2.180529832839966
11,2.8295,34.25,29.17,1.8011,34.61,28.72,0.5238960981369019,0.3278648257255554,0.41694116592407227,0.1859198659658432,0.45614033937454224,1.9107623100280762
12,2.6802,33.16,29.42,1.6858,36.87,30.08,0.46986719965934753,0.3277263939380646,0.3762790262699127,0.16539807617664337,0.41105732321739197,1.7503280639648438
13,2.4265,35.11,30.79,1.589,38.8,32.33,0.44286641478538513,0.30841121077537537,0.36098065972328186,0.27044543623924255,0.5865674614906311,1.969271183013916
14,2.3923,33.5,29.0,1.6026,40.23,31.89,0.4678564667701721,0.3266720175743103,0.39270949363708496,0.17790073156356812,0.2963939905166626,1.6615326404571533
15,2.4018,33.21,27.75,1.4517,40.14,34.25,0.652250349521637,0.33069607615470886,0.45038625597953796,0.12630076706409454,0.38926365971565247,1.948897123336792
16,2.2948,31.97,29.42,1.4683,38.71,32.76,0.6230378150939941,0.3684383034706116,0.42500555515289307,0.1752401888370514,0.2959654629230499,1.8876874446868896
17,2.1942,36.01,31.6,1.3561,41.75,33.79,0.6973068118095398,0.37807610630989075,0.4786815643310547,0.14989329874515533,0.3524705767631531,2.0564284324645996
18,2.0164,37.79,33.09,1.4749,38.11,29.08,0.4551703929901123,0.2993965744972229,0.3742036819458008,0.1283901184797287,0.3226480782032013,1.5798087120056152
19,2.0411,37.35,31.63,1.4094,37.28,27.72,0.6054458022117615,0.32460421323776245,0.4104604721069336,0.22391650080680847,0.4328463077545166,1.997273325920105
20,2.1711,35.63,30.78,1.2826,41.43,34.57,0.4404340982437134,0.3459971249103546,0.35886409878730774,0.20063646137714386,0.4553888142108917,1.8013206720352173
21,2.2,34.06,29.13,1.3276,42.63,36.38,0.46642056107521057,0.29833531379699707,0.3634227514266968,0.14145590364933014,0.19489674270153046,1.4645311832427979
22,1.8368,34.69,30.61,1.2587,41.57,32.33,0.48776111006736755,0.301704466342926,0.31280818581581116,0.10412559658288956,0.17734509706497192,1.383744478225708
23,1.9694,34.07,28.82,1.2823,39.17,31.96,0.33335599303245544,0.23197029531002045,0.2637927234172821,0.16657093167304993,0.21272842586040497,1.208418369293213
24,2.0247,34.13,27.84,1.3034,38.71,28.88,0.47881338000297546,0.31619516015052795,0.35334232449531555,0.16236726939678192,0.36131420731544495,1.672032356262207
